"little";"of short duration or distance";"""a brief stay in the country""; ""in a little while""; ""it's a little way away"";";[sound:videos_bsl_signstation_brief.mp4];"https://media.signbsl.com/videos/bsl/signstation/brief.mp4";"<i>brief</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/little";"Adjectives_and_Adverbs"
"before";"at or in the front";"""I see the lights of a town ahead""; ""the road ahead is foggy""; ""staring straight ahead""; ""we couldn't see over the heads of the people in front""; ""with the cross of Jesus marching on before"";";[sound:videos_bsl_signstation_ahead.mp4];"https://media.signbsl.com/videos/bsl/signstation/ahead.mp4";"<i>ahead</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/before";"Time_related_terms"
"before";"earlier in time; previously";"""I had known her before""; ""as I said before""; ""he called me the day before but your call had come even earlier""; ""her parents had died four years earlier""; ""I mentioned that problem earlier"";";[sound:videos_bsl_signstation_earlier.mp4];"https://media.signbsl.com/videos/bsl/signstation/earlier.mp4";"<i>earlier</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/before";"Time_related_terms"
"word";"an exchange of views on some topic";"""we had a good discussion""; ""we had a word or two about it"";";[sound:videos_bsl_signstation_discussion.mp4];"https://media.signbsl.com/videos/bsl/signstation/discussion.mp4";"<i>discussion</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/word";"Abstract_concepts GCSE_vocabulary"
"word";"a unit of language that native speakers can identify";"""words are the blocks from which sentences are made""; ""he hardly said ten words all morning"";";[sound:videos_bsl_signstation_word.mp4];"https://media.signbsl.com/videos/bsl/signstation/word.mp4";"<i>word</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/word";"Abstract_concepts GCSE_vocabulary"
"word";"a word is a string of bits stored in computer memory";"""large computers use words up to 64 bits long"";";[sound:videos_ict_mp4_308_word.mp4];"https://media.signbsl.com/videos/ict/mp4/308_word.mp4";"<i>word</i> <span style=""color:#666; font-size:80%;"">- QIA Dictionary of ICT</span>";"https://signbsl.com/sign/word";"Abstract_concepts"
"read";"interpret something that is written or printed";"""read the advertisement""; ""Have you read Salman Rushdie?"";";[sound:videos_bsl_signstation_read.mp4];"https://media.signbsl.com/videos/bsl/signstation/read.mp4";"<i>read</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/read";"Verbs GCSE_vocabulary"
"small";"limited or below average in number or quantity or magnitude or extent";"""a little dining room""; ""a little house""; ""a small car""; ""a little (or small) group""; ""a small voice"";";[sound:videos_bsl_signstation_small.mp4];"https://media.signbsl.com/videos/bsl/signstation/small.mp4";"<i>small</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/small";"Adjectives_and_Adverbs GCSE_vocabulary Signature_Level_1_Award"
"month";"one of the twelve divisions of the calendar year";"""he paid the bill last month"";";[sound:videos_bsl_signstation_month.mp4];"https://media.signbsl.com/videos/bsl/signstation/month.mp4";"<i>month</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/month";"Calendar_time GCSE_vocabulary Signature_Level_1_Award"
"under";"located below or beneath something else";"""nether garments""; ""the under parts of a machine"";";[sound:videos_bsl_signstation_under.mp4];"https://media.signbsl.com/videos/bsl/signstation/under.mp4";"<i>under</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/under";"Function_terms"
"home";"where you live at a particular time";"""deliver the package to my home""; ""he doesn't have a home to go to""; ""your place or mine?"";";[sound:videos_bsl_signstation_home.mp4];"https://media.signbsl.com/videos/bsl/signstation/home.mp4";"<i>home</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/home";"Places GCSE_vocabulary"
"home";"housing that someone is living in";"""he built a modest dwelling near the pond""; ""they raise money to provide homes for the homeless"";";[sound:videos_wolver_mp4_eng_dwelli_8346.mp4];"https://media.signbsl.com/videos/wolver/mp4/eng_dwelli_8346.mp4";"<i>dwelling</i> <span style=""color:#666; font-size:80%;"">- University of Wolverhampton</span>";"https://signbsl.com/sign/home";"Places"
"stop";"have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical";"""the bronchioles terminate in a capillary bed""; ""Your rights stop where you infringe upon the rights of other""; ""My property ends by the bushes""; ""The symphony end;";[sound:videos_bsl_signstation_end.mp4];"https://media.signbsl.com/videos/bsl/signstation/end.mp4";"<i>end</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/stop";"Verbs GCSE_vocabulary GCSE_vocabulary"
"stop";"come to a halt, stop moving";"""the car stopped""; ""She stopped in front of a store window"";";[sound:videos_bsl_signstation_stop.mp4];"https://media.signbsl.com/videos/bsl/signstation/stop.mp4";"<i>stop</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/stop";"Verbs GCSE_vocabulary"
"stop";"put an end to a state or an activity";"""Quit teasing your little brother"";";[sound:videos_bsl_signstation_quit.mp4];"https://media.signbsl.com/videos/bsl/signstation/quit.mp4";"<i>quit</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/stop";"Verbs"
"pay";"something that remunerates";"""wages were paid by check""; ""he wasted his pay on drink""; ""they saved a quarter of all their earnings"";";[sound:videos_bsl_signstation_pay.mp4];"https://media.signbsl.com/videos/bsl/signstation/pay.mp4";"<i>pay</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/pay";"Verbs"
"name";"a language unit by which a person or thing is known";"""his name really is George Washington""; ""those are two names for the same thing"";";[sound:videos_bsl_signstation_name.mp4];"https://media.signbsl.com/videos/bsl/signstation/name.mp4";"<i>name</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/name";"Abstract_concepts GCSE_vocabulary Signature_Level_1_Award"
"name";"create and charge with a task or function";"""nominate a committee"";";[sound:videos_bsl_signstation_appoint.mp4];"https://media.signbsl.com/videos/bsl/signstation/appoint.mp4";"<i>appoint</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/name";"Abstract_concepts"
"name";"assign a specified, proper name to";"""They named their son David""; ""The new school was named after the famous Civil Rights leader"";";[sound:videos_ict_mp4_1055_call.mp4];"https://media.signbsl.com/videos/ict/mp4/1055_call.mp4";"<i>call</i> <span style=""color:#666; font-size:80%;"">- QIA Dictionary of ICT</span>";"https://signbsl.com/sign/name";"Abstract_concepts"
"name";"a well-known or notable person";"""they studied all the great names in the history of France""; ""she is an important figure in modern music"";";[sound:videos_bsl_youtube_mp4_d6t6yci_1yc.mp4];"https://media.signbsl.com/videos/bsl/youtube/mp4/d6t6yci_1yc.mp4";"<i>Public Figure</i> <span style=""color:#666; font-size:80%;"">- SignMedia SMART <a href=""https://www.signmediasmart.com/"" rel=""nofollow"" target=""_blank"">More details</a></span>";"https://signbsl.com/sign/name";"Abstract_concepts"
"name";"make reference to";"""His name was mentioned in connection with the invention"";";[sound:videos_bsl_signon_mp4_dpw49.mp4];"https://media.signbsl.com/videos/bsl/signon/mp4/dpw49.mp4";"<i>mention</i>";"https://signbsl.com/sign/name";"Abstract_concepts"
"room";"an area within a building enclosed by walls and floor and ceiling";"""the rooms were very small but they had a nice view"";";[sound:videos_bsl_signstation_room.mp4];"https://media.signbsl.com/videos/bsl/signstation/room.mp4";"<i>room</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/room";"Places GCSE_vocabulary"
"far";"at or to or from a great distance in space";"""he traveled far""; ""strayed far from home""; ""sat far away from each other"";";[sound:videos_bsl_signstation_FAR.mp4];"https://media.signbsl.com/videos/bsl/signstation/FAR.mp4";"<i>FAR</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/far";"Adjectives_and_Adverbs GCSE_vocabulary"
"understand";"know and comprehend the nature or meaning of";"""She did not understand her husband""; ""I understand what she means"";";[sound:videos_bsl_signstation_understand.mp4];"https://media.signbsl.com/videos/bsl/signstation/understand.mp4";"<i>understand</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/understand";"Verbs GCSE_vocabulary Signature_Level_1_Award"
"mother";"a woman who has given birth to a child (also used as a term of address to your mother)";"""the mother of three children"";";[sound:videos_bsl_signstation_mother.mp4];"https://media.signbsl.com/videos/bsl/signstation/mother.mp4";"<i>mother</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/mother";"People GCSE_vocabulary"
"real";"any rational or irrational number";"";[sound:videos_ict_mp4_126_realnumbers.mp4];"https://media.signbsl.com/videos/ict/mp4/126_realnumbers.mp4";"<i>real numbers</i> <span style=""color:#666; font-size:80%;"">- QIA Dictionary of ICT</span>";"https://signbsl.com/sign/real";"Adjectives_and_Adverbs GCSE_vocabulary"
"real";"being or occurring in fact or actuality; having verified existence; not illusory; not ghosts""";"""real objects""; ""real people; ""a film based on real life""; ""a real illness""; ""real humility""; ""Life is real! Life is earnest!""- Longfellow;";[sound:videos_bsl_signstation_real.mp4];"https://media.signbsl.com/videos/bsl/signstation/real.mp4";"<i>real</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/real";"Adjectives_and_Adverbs GCSE_vocabulary"
"real";"being or reflecting the essential or genuine character of something";"""her actual motive""; ""a literal solitude like a desert""- G.K.Chesterton; ""a genuine dilemma"";";[sound:videos_ict_mp4_1039_literal.mp4];"https://media.signbsl.com/videos/ict/mp4/1039_literal.mp4";"<i>literal</i> <span style=""color:#666; font-size:80%;"">- QIA Dictionary of ICT</span>";"https://signbsl.com/sign/real";"Adjectives_and_Adverbs"
"best";"(superlative of `good') having the most positive qualities";"""the best film of the year""; ""the best solution""; ""the best time for planting""; ""wore his best suit"";";[sound:videos_bsl_signstation_best.mp4];"https://media.signbsl.com/videos/bsl/signstation/best.mp4";"<i>best</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/best";"Adjectives_and_Adverbs GCSE_vocabulary"
"team";"a cooperative unit";"";[sound:videos_bsl_signstation_team.mp4];"https://media.signbsl.com/videos/bsl/signstation/team.mp4";"<i>team</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/team";"Sports GCSE_vocabulary"
"water";"binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent";"";[sound:videos_bsl_signstation_water.mp4];"https://media.signbsl.com/videos/bsl/signstation/water.mp4";"<i>water</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/water";"Objects GCSE_vocabulary Signature_Level_1_Award"
"water";"liquid excretory product";"""there was blood in his urine""; ""the child had to make water"";";[sound:videos_ssc_urine.mp4];"https://media.signbsl.com/videos/ssc/urine.mp4";"<i>urine</i> <span style=""color:#666; font-size:80%;"">- Scottish Sensory Centre <a href=""http://www.ssc.education.ed.ac.uk/BSL/biology/urine.html"" rel=""nofollow"" target=""_blank"">More details</a></span>";"https://signbsl.com/sign/water";"Objects"
"young";"(used of living things especially persons) in an early period of life or development or growth";"""young people"";";[sound:videos_bsl_signstation_young.mp4];"https://media.signbsl.com/videos/bsl/signstation/young.mp4";"<i>young</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/young";"Adjectives_and_Adverbs GCSE_vocabulary"
"wait";"stay in one place and anticipate or expect something";"""I had to wait on line for an hour to get the tickets"";";[sound:videos_bsl_signstation_wait.mp4];"https://media.signbsl.com/videos/bsl/signstation/wait.mp4";"<i>wait</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/wait";"Verbs GCSE_vocabulary Signature_Level_1_Award"
"wait";"look forward to the probable occurrence of";"""We were expecting a visit from our relatives""; ""She is looking to a promotion""; ""he is waiting to be drafted"";";[sound:videos_bsl_signstation_expect.mp4];"https://media.signbsl.com/videos/bsl/signstation/expect.mp4";"<i>expect</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/wait";"Verbs"
"wait";"the act of waiting (remaining inactive in one place while expecting something)";"""the wait was an ordeal for him"";";[sound:videos_bsl_signstation_waiting.mp4];"https://media.signbsl.com/videos/bsl/signstation/waiting.mp4";"<i>waiting</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/wait";"Verbs"
"meet";"come together";"""I'll probably see you at the meeting""; ""How nice to see you again!"";";[sound:videos_bsl_signstation_meet.mp4];"https://media.signbsl.com/videos/bsl/signstation/meet.mp4";"<i>meet</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/meet";"Verbs GCSE_vocabulary Signature_Level_1_Award"
"area";"a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)";"""it was a mountainous area""; ""Bible country"";";[sound:videos_bsl_signstation_area.mp4];"https://media.signbsl.com/videos/bsl/signstation/area.mp4";"<i>area</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/area";"Places"
"area";"a particular environment or walk of life";"""his social sphere is limited""; ""it was a closed area of employment""; ""he's out of my orbit"";";[sound:videos_ict_mp4_653_domain.mp4];"https://media.signbsl.com/videos/ict/mp4/653_domain.mp4";"<i>domain</i> <span style=""color:#666; font-size:80%;"">- QIA Dictionary of ICT</span>";"https://signbsl.com/sign/area";"Places"
"area";"the extent of a 2-dimensional surface enclosed within a boundary";"""the area of a rectangle""; ""it was about 500 square feet in area"";";[sound:videos_wolver_mp4_sci_area__6889.mp4];"https://media.signbsl.com/videos/wolver/mp4/sci_area__6889.mp4";"<i>area</i> <span style=""color:#666; font-size:80%;"">- University of Wolverhampton</span>";"https://signbsl.com/sign/area";"Places"
"person";"a human being";"""there was too much for one person to do"";";[sound:videos_bsl_signstation_human.mp4];"https://media.signbsl.com/videos/bsl/signstation/human.mp4";"<i>human</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/person";"People GCSE_vocabulary"
"change";"an event that occurs when something passes from one state or phase to another";"""the change was intended to increase sales""; ""this storm is certainly a change for the worse""; ""the neighborhood had undergone few modifications since his last visit years ago"";";[sound:videos_bsl_signstation_change.mp4];"https://media.signbsl.com/videos/bsl/signstation/change.mp4";"<i>change</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/change";"Verbs GCSE_vocabulary"
"change";"change clothes; put on different clothes";"""Change before you go to the opera"";";[sound:videos_bsl_nf_mp4_Change%20(clothes).mp4];"https://media.signbsl.com/videos/bsl/nf/mp4/Change%20(clothes).mp4";"<i>Change (clothes)</i> <span style=""color:#666; font-size:80%;"">- Nathanael Farley</span>";"https://signbsl.com/sign/change";"Verbs"
"change";"the balance of money received when the amount you tender is greater than the amount due";"""I paid with a twenty and pocketed the change"";";[sound:videos_bsl_nf_mp4_Change%20(Money).mp4];"https://media.signbsl.com/videos/bsl/nf/mp4/Change%20(Money).mp4";"<i>Change (Money)</i> <span style=""color:#666; font-size:80%;"">- Nathanael Farley</span>";"https://signbsl.com/sign/change";"Verbs"
"hour";"a period of time equal to 1/24th of a day";"""the job will take more than an hour"";";[sound:videos_bsl_signstation_hour.mp4];"https://media.signbsl.com/videos/bsl/signstation/hour.mp4";"<i>hour</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/hour";"Calendar_time GCSE_vocabulary"
"everything";"all things";"""they did everything together"";";[sound:videos_bsl_signstation_everything.mp4];"https://media.signbsl.com/videos/bsl/signstation/everything.mp4";"<i>everything</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/everything";"Abstract_concepts GCSE_vocabulary"
"four";"being one more than three";"";[sound:videos_bsl_signstation_four.mp4];"https://media.signbsl.com/videos/bsl/signstation/four.mp4";"<i>four</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/four";"Numerals"
"girl";"a female human offspring";"""her daughter cared for her in her old age"";";[sound:videos_bsl_signstation_girl.mp4];"https://media.signbsl.com/videos/bsl/signstation/girl.mp4";"<i>girl</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/girl";"People GCSE_vocabulary"
"watch";"look attentively";"""watch a basketball game"";";[sound:videos_bsl_youtube_mp4_0Nj36KqiUEU.mp4];"https://media.signbsl.com/videos/bsl/youtube/mp4/0Nj36KqiUEU.mp4";"<i>watch</i> <span style=""color:#666; font-size:80%;"">- National Deaf Children's Society <a href=""https://www.ndcs.org.uk/"" rel=""nofollow"" target=""_blank"">More details</a></span>";"https://signbsl.com/sign/watch";"Verbs GCSE_vocabulary GCSE_vocabulary"
"watch";"a small portable timepiece";"";[sound:videos_bsl_signstation_watch.mp4];"https://media.signbsl.com/videos/bsl/signstation/watch.mp4";"<i>watch</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/watch";"Verbs GCSE_vocabulary"
"watch";"look attentively";"""watch a basketball game"";";[sound:videos_bsl_youtube_mp4_0Nj36KqiUEU.mp4];"https://media.signbsl.com/videos/bsl/youtube/mp4/0Nj36KqiUEU.mp4";"<i>watch</i> <span style=""color:#666; font-size:80%;"">- National Deaf Children's Society <a href=""https://www.ndcs.org.uk/"" rel=""nofollow"" target=""_blank"">More details</a></span>";"https://signbsl.com/sign/watch";"Clothing GCSE_vocabulary GCSE_vocabulary"
"watch";"a small portable timepiece";"";[sound:videos_bsl_signstation_watch.mp4];"https://media.signbsl.com/videos/bsl/signstation/watch.mp4";"<i>watch</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/watch";"Clothing GCSE_vocabulary"
"father";"a male parent (also used as a term of address to your father)";"""his father was born in Atlanta"";";[sound:videos_bsl_signstation_father.mp4];"https://media.signbsl.com/videos/bsl/signstation/father.mp4";"<i>father</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/father";"People GCSE_vocabulary"
"sit";"be seated";"";[sound:videos_bsl_signstation_sit.mp4];"https://media.signbsl.com/videos/bsl/signstation/sit.mp4";"<i>sit</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/sit";"Verbs GCSE_vocabulary Signature_Level_1_Award"
"sit";"sit and travel on the back of animal, usually while controlling its motions";"""She never sat a horse!""; ""Did you ever ride a camel?""; ""The girl liked to drive the young mare"";";[sound:videos_bsl_signstation_ride.mp4];"https://media.signbsl.com/videos/bsl/signstation/ride.mp4";"<i>ride</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/sit";"Verbs"
"car";"4-wheeled motor vehicle; usually propelled by an internal combustion engine";"""he needs a car to get to work"";";[sound:videos_bsl_signstation_car.mp4];"https://media.signbsl.com/videos/bsl/signstation/car.mp4";"<i>car</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/car";"Objects GCSE_vocabulary Signature_Level_1_Award"
"learn";"get to know or become aware of, usually accidentally";"""I learned that she has two grown-up children""; ""I see that you have been promoted"";";[sound:videos_bsl_signstation_learn.mp4];"https://media.signbsl.com/videos/bsl/signstation/learn.mp4";"<i>learn</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/learn";"Verbs GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary"
"learn";"impart skills or knowledge to";"""I taught them French""; ""He instructed me in building a boat"";";[sound:videos_bsl_signstation_teach.mp4];"https://media.signbsl.com/videos/bsl/signstation/teach.mp4";"<i>teach</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/learn";"Verbs GCSE_vocabulary"
"learn";"acquire or gain knowledge or skills";"""She learned dancing from her sister""; ""I learned Sanskrit""; ""Children acquire language at an amazing rate"";";[sound:videos_bsl_signstation_acquire.mp4];"https://media.signbsl.com/videos/bsl/signstation/acquire.mp4";"<i>acquire</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/learn";"Verbs"
"minute";"a unit of time equal to 60 seconds or 1/60th of an hour";"""he ran a 4 minute mile"";";[sound:videos_bsl_signstation_minute.mp4];"https://media.signbsl.com/videos/bsl/signstation/minute.mp4";"<i>minute</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/minute";"Calendar_time GCSE_vocabulary Signature_Level_1_Award"
"minute";"a particular point in time";"""the moment he arrived the party began"";";[sound:videos_bsl_signstation_instant.mp4];"https://media.signbsl.com/videos/bsl/signstation/instant.mp4";"<i>instant</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/minute";"Calendar_time"
"stand";"be standing; be upright";"""We had to stand for the entire performance!"";";[sound:videos_bsl_signstation_101-06-1113.mp4];"https://media.signbsl.com/videos/bsl/signstation/101-06-1113.mp4";"<i>stand</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/stand";"Verbs GCSE_vocabulary"
"follow";"to travel behind, go after, come after";"""The ducklings followed their mother around the pond""; ""Please follow the guide through the museum"";";[sound:videos_bsl_signstation_follow.mp4];"https://media.signbsl.com/videos/bsl/signstation/follow.mp4";"<i>follow</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/follow";"Verbs GCSE_vocabulary"
"follow";"act in accordance with someone's rules, commands, or wishes";"""He complied with my instructions""; ""You must comply or else!""; ""Follow these simple rules""; ""abide by the rules"";";[sound:videos_wolver_mp4_eng_comply_8325.mp4];"https://media.signbsl.com/videos/wolver/mp4/eng_comply_8325.mp4";"<i>comply</i> <span style=""color:#666; font-size:80%;"">- University of Wolverhampton</span>";"https://signbsl.com/sign/follow";"Verbs"
"remember";"recall knowledge from memory; have a recollection";"""I can't remember saying any such thing""; ""I can't think what her last name was""; ""can you remember her phone number?""; ""Do you remember that he once loved you?""; ""call up memories"";";[sound:videos_bsl_signstation_remember.mp4];"https://media.signbsl.com/videos/bsl/signstation/remember.mp4";"<i>remember</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/remember";"Verbs GCSE_vocabulary"
"speak";"exchange thoughts; talk with";"""We often talk business""; ""Actions talk louder than words"";";[sound:videos_bsl_signstation_talk.mp4];"https://media.signbsl.com/videos/bsl/signstation/talk.mp4";"<i>talk</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/speak";"Verbs GCSE_vocabulary"
"black";"being of the achromatic color of maximum darkness; having little or no hue owing to absorption of almost all incident light";"""black leather jackets""; ""as black as coal""; ""rich black soil"";";[sound:videos_bsl_signstation_black.mp4];"https://media.signbsl.com/videos/bsl/signstation/black.mp4";"<i>black</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/black";"Colours GCSE_vocabulary Signature_Level_1_Award"
"body";"the body excluding the head and neck and limbs";"""they moved their arms and legs and bodies"";";[sound:videos_bsl_signstation_body.mp4];"https://media.signbsl.com/videos/bsl/signstation/body.mp4";"<i>body</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/body";"Objects GCSE_vocabulary"
"continue";"continue with one's activities";"""I know it's hard,"" he continued, ""but there is no choice""; ""carry on--pretend we are not in the room"";";[sound:videos_bsl_signstation_continue.mp4];"https://media.signbsl.com/videos/bsl/signstation/continue.mp4";"<i>continue</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/continue";"Verbs GCSE_vocabulary"
"enough";"as much as necessary; (`plenty' is nonstandard) ""I've had plenty, thanks""";"""Have I eaten enough?"";";[sound:videos_bsl_signstation_enough.mp4];"https://media.signbsl.com/videos/bsl/signstation/enough.mp4";"<i>enough</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/enough";"Adjectives_and_Adverbs GCSE_vocabulary"
"boy";"a male human offspring";"""their son became a famous judge""; ""his boy is taller than he is"";";[sound:videos_bsl_signstation_boy.mp4];"https://media.signbsl.com/videos/bsl/signstation/boy.mp4";"<i>boy</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/boy";"People GCSE_vocabulary"
"university";"the body of faculty and students at a university";"";[sound:videos_bsl_signstation_university.mp4];"https://media.signbsl.com/videos/bsl/signstation/university.mp4";"<i>university</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/university";"School_terminology"
"stay";"continuing or remaining in a place or state";"""they had a nice stay in Paris""; ""a lengthy hospital stay""; ""a four-month stay in bankruptcy court"";";[sound:videos_bsl_signstation_stay.mp4];"https://media.signbsl.com/videos/bsl/signstation/stay.mp4";"<i>stay</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/stay";"Verbs GCSE_vocabulary"
"five";"being one more than four";"";[sound:videos_bsl_signstation_five.mp4];"https://media.signbsl.com/videos/bsl/signstation/five.mp4";"<i>five</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/five";"Numerals"
"food";"any substance that can be metabolized by an organism to give energy and build tissue";"";[sound:videos_bsl_signstation_food.mp4];"https://media.signbsl.com/videos/bsl/signstation/food.mp4";"<i>food</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/food";"Food"
"food";"any solid substance (as opposed to liquid) that is used as a source of nourishment";"""food and drink"";";[sound:videos_bsl_signmonkey_mp4_food.mp4];"https://media.signbsl.com/videos/bsl/signmonkey/mp4/food.mp4";"<i>food</i> <span style=""color:#666; font-size:80%;"">- Karl O'Keeffe <a href=""https://www.signmonkey.net/"" rel=""nofollow"" target=""_blank"">More details</a></span>";"https://signbsl.com/sign/food";"Food"
"history";"the aggregate of past events";"""a critical time in the school's history"";";[sound:videos_bsl_signstation_history.mp4];"https://media.signbsl.com/videos/bsl/signstation/history.mp4";"<i>history</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/history";"School_terminology"
"buy";"obtain by purchase; acquire by means of a financial transaction";"""The family purchased a new car""; ""The conglomerate acquired a new company""; ""She buys for the big department store"";";[sound:videos_bsl_signstation_buy.mp4];"https://media.signbsl.com/videos/bsl/signstation/buy.mp4";"<i>buy</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/buy";"Verbs GCSE_vocabulary"
"buy";"make illegal payments to in exchange for favors or influence";"""This judge can be bought"";";[sound:videos_bsl_signstation_bribe.mp4];"https://media.signbsl.com/videos/bsl/signstation/bribe.mp4";"<i>bribe</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/buy";"Verbs"
"buy";"an advantageous purchase";"""she got a bargain at the auction""; ""the stock was a real buy at that price"";";[sound:videos_bsl_signstation_bargain.mp4];"https://media.signbsl.com/videos/bsl/signstation/bargain.mp4";"<i>bargain</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/buy";"Verbs"
"morning";"a conventional expression of greeting or farewell";"";[sound:videos_bsl_signstation_good%20morning.mp4];"https://media.signbsl.com/videos/bsl/signstation/good%20morning.mp4";"<i>good morning</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/morning";"Calendar_time GCSE_vocabulary Signature_Level_1_Award"
"morning";"the first light of day";"""we got up before dawn""; ""they talked until morning"";";[sound:videos_bsl_signstation_morning.mp4];"https://media.signbsl.com/videos/bsl/signstation/morning.mp4";"<i>morning</i> <span style=""color:#666; font-size:80%;"">- SignStation</span>";"https://signbsl.com/sign/morning";"Calendar_time"
